0;0;0;0
0.5882353;0.482353;0.1921569;1
0.6392157;0.5333334;0.2470588;1
0.9843138;0.8862746;0.5019608;1
0.6470588;0.5372549;0.2313726;1
0.9921569;0.8901961;0.4980392;1
1;1;0.7372549;1
0.9921569;0.8901961;0.509804;1
0.1411765;0.1019608;0.2039216;1
0.5568628;0.6666667;0.8352942;1
0.8666667;0.8784314;0.9333334;1
0.4431373;0.6196079;0.6705883;1
0.654902;0.6627451;0.8196079;1
0.05882353;0.06666667;0.07058824;1
0.9686275;0.8627452;0.8509805;1
0.9019608;0.5764706;0.5372549;1
0.7568628;0.3764706;0.2705882;1
0.7607844;0.3529412;0.3058824;1
0.9843138;0.9019608;0.8941177;1
0.9058824;0.8666667;0.3254902;1
0.627451;0.5607843;0.1803922;1
0.1372549;0.1843137;0.4588236;1
0.7960785;0.1764706;0.1686275;1
0.06666667;0.09411766;0.254902;1
0.937255;0.937255;0.937255;1
1;1;0.7843138;1
0.9450981;0.8588236;0.3411765;1
0.7882354;0.1764706;0.1568628;1
0.1372549;0.1843137;0.4588236;1
0.937255;0.937255;0.937255;1
0.7882354;0.1843137;0.1647059;1
0.06666667;0.09803922;0.2509804;1
0.1372549;0.1843137;0.4588236;1
0.7960785;0.172549;0.1607843;1
0.5372549;0.6196079;0.6784314;1
0.1372549;0.1843137;0.4588236;1
0.627451;0.5607843;0.1803922;1
0.9058824;0.8666667;0.3254902;1
0.06666667;0.09803922;0.2509804;1
0.1372549;0.1843137;0.4588236;1
0.7960785;0.1764706;0.1647059;1
0.937255;0.937255;0.937255;1
0.7960785;0.1882353;0.1607843;1
0.7960785;0.1764706;0.1607843;1
0.1372549;0.1843137;0.4588236;1
0.937255;0.937255;0.937255;1
0.937255;0.937255;0.937255;1
0;0;0;0
