0.1137255;0.08235294;0.1647059;1
0.3254902;0.5803922;0.3098039;1
0.7215686;0.9647059;0.8980393;1
0.6235294;0.854902;0.4784314;1
0.7921569;0.9254903;0.7333333;1
0.6901961;0.4431373;0.07843138;1
0.8941177;0.9058824;0.9607844;1
1;0.7921569;0.3333333;1
0.7843138;0.5686275;0.3529412;1
0.1137255;0.08235294;0.1647059;1
0.9150943;0.7054277;0.6618606;1
0.9019608;0.6;0.5372549;1
1;0.854902;0.8352942;1
0.9725491;0.9254903;0.8941177;1
0.1843137;0.2627451;0.3294118;1
0.882353;0.4470589;0.4862745;1
0.8980393;0.8901961;0.9568628;1
0.8980393;0.8901961;0.9568628;1
0.2901961;0.4470589;0.5803922;1
0.654902;0.6392157;0.7803922;1
0.654902;0.6392157;0.7803922;1
0.9019608;0.6;0.5372549;1
0.9137256;0.7058824;0.6627451;1
0.8980393;0.8901961;0.9568628;1
0.654902;0.6392157;0.7803922;1
0.854902;0.6509804;0.3960785;1
0.6509804;0.6862745;0.8705883;1
0.8666667;0.8784314;0.9333334;1
0.2901961;0.4470589;0.5803922;1
0.854902;0.6509804;0.3960785;1
0.1843137;0.2627451;0.3294118;1
0.654902;0.6392157;0.7803922;1
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
