0.1294118;0.05490196;0.1137255;1
0.5803922;0.4313726;0.5294118;1
0.9215687;0.7921569;0.8588236;1
0.7686275;0.5568628;0.6705883;1
0.9490197;0.7960785;0.8627452;1
0.6;0.4352942;0.6901961;1
0.9450981;1;1;1
0.6745098;0.7254902;0.7529413;1
0.6313726;0.4666667;0.7294118;1
0.4;0.2941177;0.5960785;1
0.8313726;0.7215686;0.6588235;1
0.9843138;0.9529412;0.9215687;1
0.8313726;0.7215686;0.6588235;1
0.8313726;0.7215686;0.6588235;1
0.5803922;0.4313726;0.5294118;1
0.3333333;0.3764706;0.4980392;1
0.3333333;0.3764706;0.4980392;1
0.172549;0.1686275;0.2196079;1
0.1607843;0.1843137;0.254902;1
0.5019608;0.3960785;0.9568628;1
0.2941177;0.1647059;0.6509804;1
0.5019608;0.3960785;0.9568628;1
0.3333333;0.3764706;0.4980392;1
0.172549;0.1686275;0.2196079;1
0.1882353;0.1882353;0.2196079;1
0.345098;0.345098;0.3764706;1
0.4431373;0.3803922;0.3254902;1
0.2078432;0.1764706;0.227451;1
0.2470588;0.2117647;0.2745098;1
0.2470588;0.2117647;0.2745098;1
0.2470588;0.2117647;0.2745098;1
0.2470588;0.2117647;0.2745098;1
0.3137255;0.2705882;0.3921569;1
0.4156863;0.3803922;0.509804;1
0.4156863;0.3803922;0.509804;1
0.4156863;0.3803922;0.509804;1
0.3686275;0.4039216;0.4470589;1
0.8196079;0.8274511;0.8392158;1
0.4156863;0.3803922;0.509804;1
0.3137255;0.2705882;0.3921569;1
0.2470588;0.2117647;0.2745098;1
0.8196079;0.8274511;0.8392158;1
0.4705883;0.482353;0.4980392;1
0.4156863;0.3803922;0.509804;1
0.2470588;0.2117647;0.2745098;1
0.4588236;0.4705883;0.4901961;1
0;0;0;0
0;0;0;0
