0;0;0;0
0.9921569;0.9764706;0.9803922;1
0.6627451;0.5764706;0.6980392;1
0.9254903;0.8901961;0.9019608;1
0.909804;0.8784314;0.909804;1
0.854902;0.8627452;0.9215687;1
0.9137256;0.8901961;0.909804;1
0.1607843;0.2941177;0.5607843;1
0.1411765;0.1019608;0.2039216;1
0.3607843;0.5647059;0.5607843;1
0.8666667;0.8784314;0.9333334;1
0.4079743;0.6792453;0.6235999;1
0.654902;0.6627451;0.8196079;1
0.2784314;0.2470588;0.3294118;1
0.9686275;0.8627452;0.8509805;1
0.9019608;0.5764706;0.5372549;1
0.7568628;0.3764706;0.2705882;1
0.7607844;0.3529412;0.3058824;1
0.9843138;0.9019608;0.8941177;1
0.09803922;0.2784314;0.5568628;1
0.9921569;0.9960785;0.9568628;1
0.1137255;0.3176471;0.5960785;1
0.9960785;0.9960785;0.9960785;1
0.2039216;0.1803922;0.2392157;1
0.8509805;0.8235295;0.6784314;1
0.03137255;0.1960784;0.5254902;1
0.8470589;0.8156863;0.6745098;1
0.7215686;0.6901961;0.7450981;1
0.7215686;0.6901961;0.7450981;1
0.9960785;0.9960785;0.9960785;1
0.1176471;0.372549;0.764706;1
0.2313726;0.4862745;0.7921569;1
0.6901961;0.8392158;0.9411765;1
0.9647059;0.7019608;0.7058824;1
0.3882353;0.854902;0.8627452;1
0.05882353;0.2156863;0.4470589;1
0.8392158;0.8039216;0.7333333;1
0.9568628;0.9450981;0.9333334;1
0.09803922;0.2980392;0.5882353;1
0.6901961;0.8392158;0.9411765;1
0.4431373;0.7490196;0.682353;1
0.6509804;0.5921569;0.5686275;1
0.8745099;0.9607844;0.8901961;1
0.854902;0.8235295;0.6745098;1
0.4784314;0.8235295;0.8352942;1
0.2117647;0.5333334;0.7921569;1
0.8705883;0.9607844;0.8980393;1
0;0;0;0
