0.07450981;0.05882353;0.1019608;1
0.8;0.05490196;0.05490196;1
0.1254902;0.05490196;0.1294118;1
0.2588235;0.1882353;0.2235294;1
0.1254902;0.05490196;0.1294118;1
0.1254902;0.05490196;0.1294118;1
0.7803922;0.2627451;0.3215686;1
0.9607844;0.9686275;1;1
0.4862745;0.1176471;0.1764706;1
0.4862745;0.1176471;0.1764706;1
0.03529412;0.02352941;0.0509804;1
0.8352942;0.5215687;0.4352942;1
0.9176471;0.7450981;0.6078432;1
0.7764707;0.3607843;0.2745098;1
0.7568628;0.3764706;0.2705882;1
0.9058824;0.7568628;0.6117647;1
0.9529412;0.8588236;0.7921569;1
0.7725491;0.4235294;0.2980392;1
0.9254903;0.8196079;0.7450981;1
0.2588235;0.1882353;0.2235294;1
0.2588235;0.1882353;0.2235294;1
0.1254902;0.05490196;0.1294118;1
0.2588235;0.1882353;0.2235294;1
0.1254902;0.05490196;0.1294118;1
0.2588235;0.1882353;0.2235294;1
0.1254902;0.05490196;0.1294118;1
0.7803922;0.2627451;0.3215686;1
0.145098;0.1254902;0.1803922;1
0.4862745;0.1176471;0.1764706;1
0.7803922;0.2627451;0.3215686;1
0.9764706;0.2745098;0.372549;1
0.5411765;0.0627451;0.1882353;1
1;1;1;1
0.9764706;0.2745098;0.372549;1
0.5411765;0.0627451;0.1882353;1
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
