0.1294118;0.05490196;0.1137255;1;
0.4901961;0.5176471;0.7333333;1;
0.6627451;0.7450981;0.9254903;1;
0.7294118;0.7882354;0.8470589;1;
0.9058824;0.9490197;0.9960785;1;
0.9294118;0.3686275;0.3921569;1;
0.9450981;1;1;1;
0.6745098;0.7254902;0.7529413;1;
0.6;0.1686275;0.1882353;1;
0.3843138;0.0509804;0.1176471;1;
0.8352942;0.5215687;0.4352942;1;
0.9058824;0.7568628;0.6117647;1;
0.7568628;0.3764706;0.2705882;1;
0.9294118;0.5607843;0.5607843;1;
0.8274511;0.2431373;0.4196079;1;
0.8666667;0.8784314;0.9333334;1;
0.8627452;0.8745099;0.9294118;1;
0.6980392;0.6313726;0.6941177;1;
0.5294118;0.3686275;0.5137255;1;
0.4352942;0.627451;0.8941177;1;
0.4313726;0.6235294;0.8901961;1;
0.282353;0.3490196;0.9254903;1;
0.572549;0.3607843;0.3294118;1;
0.345098;0.1686275;0.1490196;1;
0.1882353;0.1882353;0.2196079;1;
0.345098;0.345098;0.3764706;1;
0.9607844;0.5294118;0.1372549;1;
0.5960785;0.3137255;0.227451;1;
0.4196079;0.1019608;0.02352941;1;
0.6901961;0.2862745;0.08235294;1;
1;0.7333333;0.4901961;1;
0.09411766;0.5411765;0.07843138;1;
0.227451;0.4352942;0.3647059;1;
0.2392157;0.7254902;0.5607843;1;
0.07450981;0.2;0.1490196;1;
0.1058824;0.3098039;0.227451;1;
0.5411765;0.5764706;0.572549;1;
0.8705883;0.8980393;0.8941177;1;
0.2509804;0.4980392;0.3215686;1;
0.1176471;0.254902;0.1843137;1;
0.4862745;0.8078432;0.5764706;1;
0.6078432;0.5607843;0.8274511;1;
0.2117647;0.1960784;0.282353;1;
0.3686275;0.6313726;1;1;
0.1254902;0.3215686;0.6;1;
0.8627452;0.6588235;0.4784314;1;
0;0;0;0
0;0;0;0
