header;Outline
0.5019608;0.4039216;0.3647059;1;
0.9058824;0.3843137;0.5372549;1;
0.5803922;0.2313726;0.3294118;1;
0.2941177;0.654902;0.6;1;
0.1843137;0.145098;0.2313726;1;
0.3960784;0.3254902;0.2705882;1;
0.6627451;0.4078431;0.6313726;1;
0.9921569;0.8313726;0.8117647;1;
0.172549;0.4431373;0.3882353;1;
0.5803922;0.4980392;0.4313726;1;
0.6745098;0.6313726;0.7176471;1;
0.7960784;0.5529412;0.345098;1;
0.5960785;0.4;0.1843137;1;
0.6;0.5647059;0.654902;1;
0.9176471;0.9215686;0.9490196;1;
0.9921569;0.7411765;0.8705882;1;
0.9647059;0.6627451;0.8352941;1;
0.1960784;0.2705882;0.6196079;1;
0.3529412;0.4078431;0.7960784;1;
0.9176471;0.572549;0.7411765;1;
0.5019608;0.2862745;0.4745098;1;
0.6235294;0.3607843;0.5254902;1;
0.6784314;0.6313726;0.6431373;1;
0.2;0.1843137;0.2862745;1;
0.3254902;0.3137255;0.3882353;1;
0.9137255;0.8509804;0.8666667;1;
0.7215686;0.4235294;0.5764706;1;
0.8470588;0.6941177;0.8078431;1;
0.9490196;0.9098039;0.9372549;1;
0.2784314;0.2235294;0.2431373;1;
0.1921569;0.1568628;0.1686275;1;
0.6313726;0.509804;0.6117647;1;
0.9490196;0.8470588;0.8470588;1;
0.6588235;0.6588235;0.7411765;1;
0.8156863;0.6078432;0.6078432;1;
0.9137255;0.6588235;0.7882353;1;
0.7058824;0.4509804;0.6784314;1;
0.9490196;0.6392157;0.9176471;1;
0.8666667;0.8666667;0.8980392;1;
0.9568627;0.7372549;0.7137255;1;
0.9058824;0.9098039;0.9254902;1;
0.7647059;0.4431373;0.6509804;1;
0.9764706;0.8588235;0.972549;1;
0.6196079;0.854902;0.8784314;1;
0.5607843;0.3843137;0.7960784;1;
0.6235294;0.3960784;0.7372549;1;
0.9921569;0.5764706;0.6156863;1;
0.5411765;0.4941176;0.4941176;1;
0.9137255;0.509804;0.6078432;1;
0.1960784;0.5333334;0.627451;1;
0.4705882;0.8509804;0.9568627;1;
0.972549;0.972549;0.972549;1;
1;0.6980392;0.8039216;1;
header;Break
